# PROTOCOL-TYPE ROSTER — every @JsonSubTypes tag the pinned engine's protocol jars declare (+ the extension registry),
# COVERED when a source in the engine corpus, the fixtures or our own test snippets reaches it (ProtocolRosterCensusTest).
# THE LEDGER IS THIS FILE: a bump that adds or removes a tag, or moves a tag between COVERED and UNCOVERED, is a reviewed diff. Regenerate: -Droster.generate=1.
dateTimeAuditing	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.persistence.persister.auditing.DateTimeAuditing	COVERED
dateTimeTransactionMilestoning	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.persistence.persister.transactionmilestoning.DateTimeTransactionMilestoning	COVERED
dateTimeType	org.finos.legend.engine.protocol.deephaven.metamodel.type.DateTimeType	COVERED
dateTimeValidityMilestoning	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.persistence.persister.validitymilestoning.DateTimeValidityMilestoning	COVERED
dateType	org.finos.legend.engine.protocol.mongodb.schema.metamodel.DateType	UNCOVERED
dateTypeValue	org.finos.legend.engine.protocol.mongodb.schema.metamodel.aggregation.DateTypeValue	UNCOVERED
decimal	org.finos.legend.engine.protocol.pure.m3.valuespecification.constant.datatype.primitive.CDecimal	COVERED
decimalType	org.finos.legend.engine.protocol.deephaven.metamodel.type.DecimalType	COVERED
decimalTypeValue	org.finos.legend.engine.protocol.mongodb.schema.metamodel.aggregation.DecimalTypeValue	UNCOVERED
deephavenConnection	org.finos.legend.engine.protocol.deephaven.metamodel.runtime.DeephavenConnection	COVERED
deephavenExecutionContext	org.finos.legend.engine.protocol.deephaven.metamodel.executionPlan.context.DeephavenExecutionContext	UNCOVERED
deephavenQuery	org.finos.legend.engine.protocol.deephaven.metamodel.DeephavenQuery	UNCOVERED
deephavenStore	org.finos.legend.engine.protocol.deephaven.metamodel.store.DeephavenStore	COVERED
default	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.section.DefaultCodeSection	COVERED
delegatedKerberos	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.store.relational.connection.authentication.DelegatedKerberosAuthenticationStrategy	COVERED
deleteIndicator	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.persistence.dataset.actionindicator.DeleteIndicator	UNCOVERED
deleteIndicatorForGraphFetch	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.persistence.dataset.actionindicator.DeleteIndicatorForGraphFetch	COVERED
deleteIndicatorForTds	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.persistence.dataset.actionindicator.DeleteIndicatorForTds	COVERED
deleteIndicatorMergeStrategy	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.persistence.persister.ingestmode.delta.merge.DeleteIndicatorMergeStrategy	COVERED
deleteOperation	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.global.bulk.DeleteOperation	UNCOVERED
deleteRequest	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.indices.delete.DeleteRequest	UNCOVERED
deleteResponse	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.indices.delete.DeleteResponse	UNCOVERED
deleteTargetDataset	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.persistence.dataset.emptyhandling.DeleteTargetDataset	COVERED
delimitedPayloadTokenFilter	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.analysis.DelimitedPayloadTokenFilter	UNCOVERED
delta	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.persistence.dataset.Delta	COVERED
denseVectorProperty	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.mapping.DenseVectorProperty	UNCOVERED
deploymentOwnership	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.service.DeploymentOwnership	COVERED
derivativeAggregate	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.DerivativeAggregate	UNCOVERED
derivativeAggregation	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.DerivativeAggregation	UNCOVERED
diagram	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.diagram.Diagram	COVERED
dictionaryDecompounderTokenFilter	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.analysis.DictionaryDecompounderTokenFilter	UNCOVERED
directiveDefinition	org.finos.legend.engine.protocol.graphQL.metamodel.typeSystem.DirectiveDefinition	UNCOVERED
disMaxQuery	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.querydsl.DisMaxQuery	UNCOVERED
distanceFeatureQueryBase	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.querydsl.DistanceFeatureQueryBase	UNCOVERED
diversifiedSamplerAggregation	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.DiversifiedSamplerAggregation	UNCOVERED
divisionOperation	org.finos.legend.engine.protocol.deephaven.metamodel.DivisionOperation	UNCOVERED
divisionWithScaleOperation	org.finos.legend.engine.protocol.deephaven.metamodel.DivisionWithScaleOperation	UNCOVERED
docCountAggregateResultPath	org.finos.legend.engine.protocol.store.elasticsearch.v7.metamodel.tds.DocCountAggregateResultPath	UNCOVERED
docValueResultPath	org.finos.legend.engine.protocol.store.elasticsearch.v7.metamodel.tds.DocValueResultPath	UNCOVERED
docValuesPropertyBase	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.mapping.DocValuesPropertyBase	UNCOVERED
double	org.finos.legend.engine.protocol.protobuf3.metamodel.Double	UNCOVERED
doubleLiteral	org.finos.legend.engine.protocol.sql.metamodel.DoubleLiteral	UNCOVERED
doubleNumberProperty	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.mapping.DoubleNumberProperty	UNCOVERED
doubleRangeProperty	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.mapping.DoubleRangeProperty	UNCOVERED
doubleTermsAggregate	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.DoubleTermsAggregate	UNCOVERED
doubleTermsBucket	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.DoubleTermsBucket	UNCOVERED
doubleType	org.finos.legend.engine.protocol.deephaven.metamodel.type.DoubleType	COVERED
duckDB	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.store.relational.connection.specification.DuckDBDatasourceSpecification	COVERED
duplicateCountDeduplicationStrategy	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.persistence.persister.deduplication.DuplicateCountDeduplicationStrategy	COVERED
dynaFunc	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.store.relational.model.operation.DynaFunc	COVERED
dynamicProperty	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.mapping.DynamicProperty	UNCOVERED
edgeNGramTokenFilter	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.analysis.EdgeNGramTokenFilter	UNCOVERED
edgeNGramTokenizer	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.analysis.EdgeNGramTokenizer	UNCOVERED
elasticsearch7ExecutionContext	org.finos.legend.engine.protocol.store.elasticsearch.v7.metamodel.executionPlan.context.Elasticsearch7ExecutionContext	UNCOVERED
elasticsearch7RequestExecutionNode	org.finos.legend.engine.protocol.store.elasticsearch.v7.metamodel.executionPlan.Elasticsearch7RequestExecutionNode	UNCOVERED
elasticsearch7Store	org.finos.legend.engine.protocol.store.elasticsearch.v7.metamodel.store.Elasticsearch7Store	COVERED
elasticsearch7StoreConnection	org.finos.legend.engine.protocol.store.elasticsearch.v7.metamodel.runtime.Elasticsearch7StoreConnection	COVERED
elemtWithJoins	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.store.relational.model.operation.ElementWithJoins	COVERED
elisionTokenFilter	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.analysis.ElisionTokenFilter	UNCOVERED
email	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.dataSpace.DataSpaceSupportEmail	COVERED
emailNotifyee	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.persistence.notifier.EmailNotifyee	COVERED
embedded	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.store.relational.mapping.RelationalClassMapping	COVERED
embeddedPropertyMapping	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.store.relational.mapping.EmbeddedRelationalPropertyMapping	COVERED
encryptedPrivateKey	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.authentication.specification.EncryptedPrivateKeyPairAuthenticationSpecification	UNCOVERED
engineRuntime	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.runtime.EngineRuntime	COVERED
entity	org.finos.legend.engine.protocol.analytics.model.EntityMappedProperty	UNCOVERED
enum	org.finos.legend.engine.protocol.pure.v1.model.valueSpecification.deprecated.Enum	UNCOVERED
enumPtr	org.finos.legend.engine.protocol.protobuf3.metamodel.EnumPtr	UNCOVERED
enumSchemaColumn	org.finos.legend.engine.protocol.sql.schema.metamodel.EnumSchemaColumn	UNCOVERED
enumSourceValue	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.mapping.EnumValueMappingEnumSourceValue	COVERED
enumTypeDefinition	org.finos.legend.engine.protocol.graphQL.metamodel.typeSystem.EnumTypeDefinition	UNCOVERED
enumValidationContext	org.finos.legend.engine.protocol.pure.v1.model.executionPlan.nodes.EnumValidationContext	UNCOVERED
enumValue	org.finos.legend.engine.protocol.pure.m3.valuespecification.constant.datatype.EnumValue	COVERED
enumeration	org.finos.legend.engine.protocol.protobuf3.metamodel.Enumeration	UNCOVERED
environment	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.authentication.vault.EnvironmentCredentialVaultSecret	UNCOVERED
eqOperatorExpression	org.finos.legend.engine.protocol.deephaven.metamodel.EqOperatorExpression	UNCOVERED
equalTo	org.finos.legend.engine.protocol.pure.v1.model.test.assertion.EqualTo	COVERED
equalToJson	org.finos.legend.engine.protocol.pure.v1.model.test.assertion.EqualToJson	COVERED
equalToJsonAssertFail	org.finos.legend.engine.protocol.pure.v1.model.test.assertion.status.EqualToJsonAssertFail	UNCOVERED
equalToRelation	org.finos.legend.engine.protocol.pure.v1.model.test.assertion.EqualToRelation	COVERED
equalToRelationAssertFail	org.finos.legend.engine.protocol.pure.v1.model.test.assertion.status.EqualToRelationAssertFail	UNCOVERED
error	org.finos.legend.engine.protocol.pure.v1.model.executionPlan.nodes.ErrorExecutionNode	UNCOVERED
ewmaMovingAverageAggregation	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.EwmaMovingAverageAggregation	UNCOVERED
except	org.finos.legend.engine.protocol.sql.metamodel.Except	UNCOVERED
executableDefinition	org.finos.legend.engine.protocol.graphQL.metamodel.executable.ExecutableDefinition	UNCOVERED
executableDocument	org.finos.legend.engine.protocol.graphQL.metamodel.ExecutableDocument	UNCOVERED
executionContextInstance	org.finos.legend.engine.protocol.pure.v1.model.valueSpecification.ClassInstanceWrapper	UNCOVERED
executionEnvironmentInstance	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.service.ExecutionEnvironmentInstance	COVERED
existsPredicate	org.finos.legend.engine.protocol.sql.metamodel.ExistsPredicate	UNCOVERED
existsQuery	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.querydsl.ExistsQuery	UNCOVERED
expectedOutputMappingTestAssert	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.mapping.mappingTest.ExpectedOutputMappingTestAssert	COVERED
exprQueryExpression	org.finos.legend.engine.protocol.mongodb.schema.metamodel.aggregation.ExprQueryExpression	UNCOVERED
expression	org.finos.legend.engine.protocol.sql.metamodel.Expression	UNCOVERED
extendWindowOperation	org.finos.legend.engine.protocol.deephaven.metamodel.ExtendWindowOperation	UNCOVERED
extendedStatsAggregate	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.ExtendedStatsAggregate	UNCOVERED
extendedStatsAggregation	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.ExtendedStatsAggregation	UNCOVERED
extendedStatsBucketAggregate	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.ExtendedStatsBucketAggregate	UNCOVERED
extendedStatsBucketAggregation	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.ExtendedStatsBucketAggregation	UNCOVERED
externalFormat	org.finos.legend.engine.protocol.pure.v1.model.data.ExternalFormatData	COVERED
externalFormatExternalize	org.finos.legend.engine.protocol.pure.v1.model.executionPlan.nodes.externalFormat.ExternalFormatExternalizeExecutionNode	UNCOVERED
externalFormatExternalizeTDS	org.finos.legend.engine.protocol.pure.v1.model.executionPlan.nodes.externalFormat.ExternalFormatExternalizeTDSExecutionNode	UNCOVERED
externalFormatInternalize	org.finos.legend.engine.protocol.pure.v1.model.executionPlan.nodes.externalFormat.ExternalFormatInternalizeExecutionNode	UNCOVERED
externalFormatSchemaSet	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.externalFormat.ExternalFormatSchemaSet	COVERED
extract	org.finos.legend.engine.protocol.sql.metamodel.Extract	UNCOVERED
failOnDuplicates	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.persistence.relational.temporality.updatesHandling.appendStrategy.FailOnDuplicates	COVERED
field	org.finos.legend.engine.protocol.protobuf3.metamodel.Field	UNCOVERED
fieldAliasProperty	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.mapping.FieldAliasProperty	UNCOVERED
fieldBased	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.persistence.dataset.partitioning.FieldBased	UNCOVERED
fieldBasedForGraphFetch	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.persistence.dataset.partitioning.FieldBasedForGraphFetch	COVERED
fieldBasedForTds	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.persistence.dataset.partitioning.FieldBasedForTds	COVERED
fieldPathExpression	org.finos.legend.engine.protocol.mongodb.schema.metamodel.aggregation.FieldPathExpression	UNCOVERED
fieldResultPath	org.finos.legend.engine.protocol.store.elasticsearch.v7.metamodel.tds.FieldResultPath	UNCOVERED
fileGeneration	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.fileGeneration.FileGenerationSpecification	COVERED
filterAggregate	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.FilterAggregate	UNCOVERED
filterDuplicates	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.persistence.relational.temporality.updatesHandling.appendStrategy.FilterDuplicates	COVERED
filterExpression	org.finos.legend.engine.protocol.deephaven.metamodel.FilterExpression	UNCOVERED
filterOperation	org.finos.legend.engine.protocol.deephaven.metamodel.FilterOperation	UNCOVERED
filtersAggregate	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.FiltersAggregate	UNCOVERED
filtersAggregation	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.FiltersAggregation	UNCOVERED
filtersBucket	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.FiltersBucket	UNCOVERED
fingerprintTokenFilter	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.analysis.FingerprintTokenFilter	UNCOVERED
firstOperation	org.finos.legend.engine.protocol.deephaven.metamodel.FirstOperation	UNCOVERED
fixed32	org.finos.legend.engine.protocol.protobuf3.metamodel.Fixed32	UNCOVERED
fixed64	org.finos.legend.engine.protocol.protobuf3.metamodel.Fixed64	UNCOVERED
flatTarget	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.persistence.persister.targetshape.FlatTarget	COVERED
flattenedProperty	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.mapping.FlattenedProperty	UNCOVERED
float	org.finos.legend.engine.protocol.pure.m3.valuespecification.constant.datatype.primitive.CFloat	COVERED
floatLiteral	org.finos.legend.engine.protocol.protobuf3.metamodel.FloatLiteral	UNCOVERED
floatNumberProperty	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.mapping.FloatNumberProperty	UNCOVERED
floatRangeProperty	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.mapping.FloatRangeProperty	UNCOVERED
floatType	org.finos.legend.engine.protocol.deephaven.metamodel.type.FloatType	COVERED
floatTypeValue	org.finos.legend.engine.protocol.mongodb.schema.metamodel.aggregation.FloatTypeValue	UNCOVERED
floatValue	org.finos.legend.engine.protocol.graphQL.metamodel.value.FloatValue	UNCOVERED
formatMetricAggregationBase	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.FormatMetricAggregationBase	UNCOVERED
formattableMetricAggregation	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.FormattableMetricAggregation	UNCOVERED
fragmentDefinition	org.finos.legend.engine.protocol.graphQL.metamodel.executable.FragmentDefinition	UNCOVERED
fragmentSpread	org.finos.legend.engine.protocol.graphQL.metamodel.executable.FragmentSpread	UNCOVERED
frameBound	org.finos.legend.engine.protocol.sql.metamodel.FrameBound	UNCOVERED
freeMarkerConditionalExecutionNode	org.finos.legend.engine.protocol.pure.v1.model.executionPlan.nodes.FreeMarkerConditionalExecutionNode	UNCOVERED
full	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.dataSpace.DataSpaceSupportFullInfo	COVERED
func	org.finos.legend.engine.protocol.pure.m3.valuespecification.AppliedFunction	COVERED
funcColSpecOperation	org.finos.legend.engine.protocol.deephaven.metamodel.FuncColSpecOperation	UNCOVERED
function	org.finos.legend.engine.protocol.pure.m3.function.Function	COVERED
function-parameters-validation	org.finos.legend.engine.protocol.pure.v1.model.executionPlan.nodes.FunctionParametersValidationNode	UNCOVERED
functionCall	org.finos.legend.engine.protocol.sql.metamodel.FunctionCall	UNCOVERED
functionJar	org.finos.legend.engine.protocol.functionJar.metamodel.FunctionJar	COVERED
functionJarArtifact	org.finos.legend.engine.protocol.functionJar.deployment.FunctionJarArtifact	UNCOVERED
functionJarDeploymentContent	org.finos.legend.engine.protocol.functionJar.deployment.FunctionJarContent	UNCOVERED
functionScoreQuery	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.querydsl.FunctionScoreQuery	UNCOVERED
functionTest	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.function.FunctionTest	COVERED
functionTestSuite	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.function.FunctionTestSuite	COVERED
fuzzyQuery	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.querydsl.FuzzyQuery	UNCOVERED
gTEOperatorExpression	org.finos.legend.engine.protocol.mongodb.schema.metamodel.aggregation.GTEOperatorExpression	UNCOVERED
gTOperatorExpression	org.finos.legend.engine.protocol.mongodb.schema.metamodel.aggregation.GTOperatorExpression	UNCOVERED
gcpApplicationDefaultCredentials	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.store.relational.connection.authentication.GCPApplicationDefaultCredentialsAuthenticationStrategy	COVERED
gcpWithAWSIdP	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.authentication.specification.GCPWIFWithAWSIdPAuthenticationSpecification	UNCOVERED
gcpWorkloadIdentityFederation	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.store.relational.connection.authentication.GCPWorkloadIdentityFederationAuthenticationStrategy	COVERED
generationFeaturesConfig	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.store.relational.connection.GenerationFeaturesConfig	COVERED
generationSpecification	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.generationSpecification.GenerationSpecification	COVERED
genericTypeInstance	org.finos.legend.engine.protocol.pure.m3.valuespecification.constant.GenericTypeInstance	COVERED
geoBoundingBoxQuery	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.querydsl.GeoBoundingBoxQuery	UNCOVERED
geoBoundsAggregate	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.GeoBoundsAggregate	UNCOVERED
geoBoundsAggregation	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.GeoBoundsAggregation	UNCOVERED
geoCentroidAggregate	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.GeoCentroidAggregate	UNCOVERED
geoCentroidAggregation	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.GeoCentroidAggregation	UNCOVERED
geoDecayFunction	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.querydsl.GeoDecayFunction	UNCOVERED
geoDistanceAggregate	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.GeoDistanceAggregate	UNCOVERED
geoDistanceAggregation	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.GeoDistanceAggregation	UNCOVERED
geoDistanceFeatureQuery	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.querydsl.GeoDistanceFeatureQuery	UNCOVERED
geoDistanceQuery	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.querydsl.GeoDistanceQuery	UNCOVERED
geoHashGridAggregate	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.GeoHashGridAggregate	UNCOVERED
geoHashGridAggregation	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.GeoHashGridAggregation	UNCOVERED
geoHashGridBucket	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.GeoHashGridBucket	UNCOVERED
geoLineAggregate	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.GeoLineAggregate	UNCOVERED
geoPointProperty	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.mapping.GeoPointProperty	UNCOVERED
geoPolygonQuery	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.querydsl.GeoPolygonQuery	UNCOVERED
geoShapeProperty	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.mapping.GeoShapeProperty	UNCOVERED
geoShapeQuery	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.querydsl.GeoShapeQuery	UNCOVERED
geoTileGridAggregate	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.GeoTileGridAggregate	UNCOVERED
geoTileGridAggregation	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.GeoTileGridAggregation	UNCOVERED
geoTileGridBucket	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.GeoTileGridBucket	UNCOVERED
getRequest	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.indices.get.GetRequest	UNCOVERED
globalAggregate	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.GlobalAggregate	UNCOVERED
globalAggregation	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.GlobalAggregation	UNCOVERED
globalGraphFetchExecutionNode	org.finos.legend.engine.protocol.pure.v1.model.executionPlan.nodes.graphFetch.StoreMappingGlobalGraphFetchExecutionNode	UNCOVERED
graphFetchExecutionNode	org.finos.legend.engine.protocol.pure.v1.model.executionPlan.nodes.graphFetch.GraphFetchExecutionNode	UNCOVERED
graphFetchM2M	org.finos.legend.engine.protocol.pure.v1.model.executionPlan.nodes.GraphFetchM2MExecutionNode	UNCOVERED
graphFetchServiceOutput	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.persistence.service.output.GraphFetchServiceOutput	COVERED
group	org.finos.legend.engine.protocol.sql.metamodel.Group	UNCOVERED
h2Default	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.store.relational.connection.authentication.DefaultH2AuthenticationStrategy	COVERED
h2Embedded	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.store.relational.connection.specification.EmbeddedH2DatasourceSpecification	UNCOVERED
h2Local	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.store.relational.connection.specification.LocalH2DatasourceSpecification	COVERED
hackedClass	org.finos.legend.engine.protocol.pure.v1.model.valueSpecification.deprecated.HackedClass	UNCOVERED
hackedUnit	org.finos.legend.engine.protocol.pure.v1.model.valueSpecification.deprecated.HackedUnit	UNCOVERED
halfFloatNumberProperty	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.mapping.HalfFloatNumberProperty	UNCOVERED
hasChildQuery	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.querydsl.HasChildQuery	UNCOVERED
hasParentQuery	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.querydsl.HasParentQuery	UNCOVERED
hdrPercentileRanksAggregate	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.HdrPercentileRanksAggregate	UNCOVERED
hdrPercentilesAggregate	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.HdrPercentilesAggregate	UNCOVERED
highlight	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.global.search.types.Highlight	UNCOVERED
highlightField	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.global.search.types.HighlightField	UNCOVERED
histogramAggregate	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.HistogramAggregate	UNCOVERED
histogramAggregation	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.HistogramAggregation	UNCOVERED
histogramBucket	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.HistogramBucket	UNCOVERED
histogramProperty	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.mapping.HistogramProperty	UNCOVERED
holtMovingAverageAggregation	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.HoltMovingAverageAggregation	UNCOVERED
holtWintersMovingAverageAggregation	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.aggregations.HoltWintersMovingAverageAggregation	UNCOVERED
hostedService	org.finos.legend.engine.protocol.hostedService.metamodel.HostedService	COVERED
hostedServiceArtifact	org.finos.legend.engine.protocol.hostedService.deployment.HostedServiceArtifact	UNCOVERED
hostedServiceDeploymentConfig	org.finos.legend.engine.protocol.hostedService.deployment.HostedServiceDeploymentConfiguration	UNCOVERED
hostedServiceDeploymentConfiguration	org.finos.legend.engine.protocol.hostedService.metamodel.HostedServiceDeploymentConfiguration	UNCOVERED
hostedServiceDeploymentContent	org.finos.legend.engine.protocol.hostedService.deployment.HostedServiceContent	UNCOVERED
htmlStripCharFilter	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.analysis.HtmlStripCharFilter	UNCOVERED
http	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.store.service.model.HttpSecurityScheme	UNCOVERED
hunspellTokenFilter	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.analysis.HunspellTokenFilter	UNCOVERED
hyphenationDecompounderTokenFilter	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.analysis.HyphenationDecompounderTokenFilter	UNCOVERED
icuCollationTokenFilter	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.analysis.IcuCollationTokenFilter	UNCOVERED
icuFoldingTokenFilter	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.analysis.IcuFoldingTokenFilter	UNCOVERED
icuNormalizationCharFilter	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.analysis.IcuNormalizationCharFilter	UNCOVERED
icuNormalizationTokenFilter	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.analysis.IcuNormalizationTokenFilter	UNCOVERED
icuTokenizer	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.analysis.IcuTokenizer	UNCOVERED
icuTransformTokenFilter	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.analysis.IcuTransformTokenFilter	UNCOVERED
identifierLiteral	org.finos.legend.engine.protocol.protobuf3.metamodel.IdentifierLiteral	UNCOVERED
idsQuery	org.finos.legend.engine.protocol.store.elasticsearch.v7.specification.types.querydsl.IdsQuery	UNCOVERED
importAware	org.finos.legend.engine.protocol.pure.v1.model.packageableElement.section.ImportAwareCodeSection	COVERED
inLineFragment	org.finos.legend.engine.protocol.graphQL.metamodel.executable.InLineFragment	UNCOVERED
